Id,Text,Class,Filtered_sentence
1045,පෝයට යන්නේ සිල් ගන්න මහමෙව්නාවේ ඇවිල්ලා දෙන්නේ සත්තුන්ට පොලු වලින්😂 අම්බේ සීලේරෙද්ද පල්ලේ බේරනවා පූසට කවුරු හරි ගහලා ඌ මැරුණා අද කවුද කරේ කියලත් දන්නවාවරෙන්කෝ හුත්ති අද සිල් ගත්තා කියාගෙන සීලෙම කියාදෙන්නම් මං  පට්ටෟත්ති,Sexism,පෝය ය සිල ග මහමෙව්න ඇවි දෙ සත්තුන් පොල වලින්😂 අම්බ සීලේරෙද් පල්ල බේර පූස කවුර හරි ගහ උ මැර අද කවු කරේ කියල දන්නවාවරෙන්ක හුත් අද සිල ගත්ත කියාගෙ සීලෙ කියාදෙන්න මං පට්ටෟත්
1046,හැම එකාටම සර් ගාගෙන හෙන ශාස්ත්‍රීය විදියට හිට් වෙන්න හදපු එකෙක් උන්නා පස්සෙ ඌත් සාමාන්‍ය ට්‍රැක් එකට වැටුනා දැන් ඌ වැඩකරන්නෙ ඇම්බැක්කෙ ඕ ඕ එක එකාගෙ කැටයම් කපනවාතව පොඩියට ලොකු තැන් වලට පුක දෙනවා හිට් වීම උදෙසා  අපිට උන්ගෙන් ආතල් ගන්න එපා කියලද කියන්නෙ  😂🔫  S kumaraya Writes ,Sexism,හැම එකාට සර් ගාගෙ හෙන ෂාස්ත්‍ර විදිය හිට වෙ හද එක උන් පස්ස උත් සාමාන්‍ ට්‍රැ එකට වැටු උ වැඩකරන්න ඇම්බැක්ක ඔ ඔ එක එකාග කැටය කපනවාත පොඩිය ලො තැ වලට පුක දෙ හිට වීම අපි උ අතල ග එපා කියල කියන්න 😂🔫   
1047, ඔව් යකෝදැන් කනවැල අල්ලන් යන්නේ😂 ඇහ කන වෙලා කන කට වෙලා කට පුක වෙලා පුක ,Sexism,ඔව් යකෝදැ කනවැ අල්ල යන්නේ😂 ඇහ කන වෙ කන කට වෙ කට පුක වෙ පුක
1048, මොකට බය වෙනවද මුන් හොදයි බං හරක්ගෙ පුක අස්සට අත දාල ගොම ටික එලියට ගන්න 😂,Sexism,මොක බය වෙනව ම හොද බං හරක්ග පුක අස්ස අත දාල ගොම ටික එලිය ග 😂
1049,බිලි ගන්නෝ 😂 ඊයේ ෆෝම් කර එකා වේසි වගේ තාම කියවනෝ ,Sexism,බ ග 😂 ඉයේ ෆෝ කර එකා වේසි වගේ තාම කියවන
1050,කොණ්ඩෙ කපන්න ආව කැරි පෝලිම ☹️,Neutral,කොන්ඩ කප අව කැරි පෝලි ☹️
1051, JVP රෙද්දවල් තියෙන්නේ ඕකුන්ගේ ඔලුවල😏මුන්ට ඇතුලේ ඉද්දි සමාජවාදයඑලියට ආවාම job හොයන්න office වලට පුක දෙනවා😂,Sexism, රෙද්ද තියෙ ඔක ඔලුවල😏මුන් ඇතුල ඉද්දි සමාජවාදයඑලිය අවා  හොය  වලට පුක දෙනවා😂
1052,මේකේ සිරාවට පොන්න වැඩ කරන උන් ටිකකුයි පර වැඩ කරන්න ගෑණු ටිකකුයි ඉන්නවා 😅 ඒ වැඩ කරන උන් ටික දන්නවා මෙ උන්ට කියන්නේ කිය…,Sexism,මේ සිරාව පො වැඩ කරන උන් ටිකකු පර වැඩ කර ගෑන ටිකකු ඉන් 😅 වැඩ කරන උන් ටික දන් මෙ උන් කිය කිය…
1053, ඕහ් රියලී 😂 කැරි ඔන් කැරි ඔන් 🤭,Neutral,ඔහ් රියල 😂 කැරි ඔන් කැරි ඔන් 🤭
1054, කැරි ඕන් සන්  I mean carry on😂,Neutral,කැරි ඔන් සන්    😂
1055,  ඔව් හුත්තෝ කැරි සිද්දිය ඩුප්ලිකේට් එක ගැහුවා විතරයි ටුවීට් එක මිසින් 😂,Sexism,ඔව් හුත්ත කැරි සිද්ද ඩුප්ලිකේට එක ගැ විතර ටුවීට එක මිස 😂
1056,අපෙ බැල්ලි නැට්ට වනනකොට ඇතිවෙන චාලක ශක්තියවිද්‍යුත් ශක්තිය බවට පරිවර්තනය කරන්න පුලුවන් ගැජමැටික් එකක් තිබ්බ නම් අපිට ඉන්දි…,Neutral,අපෙ බැල්ලි නැට් වනනකො ඇතිවෙ චාලක ෂක්තියවිද්‍යු ෂක්ත පරිවර්තන කර පුලු ගැජමැටි එක තිබ්බ අපි ඉන්දි…
1057,අනේ හුකන්නෝ ක්‍රිකට් ගහනව නම් ක්‍රිකට් ගහන් හිටපල්ලා පුක දීගෙන හැමිනෙන්නේ නැතුව  තොපේ අම්මගේ රෙද්ද කලු සල්ලි කිව්ව…,sports,හුක ක්‍රිකට ගහන ක්‍රිකට ගහ හිට පුක දීගෙ හැමිනෙ නැත තොප අම්ම රෙද් කලු සල්ලි කිව්ව…
1058,සිරසත් එක්ක ඔය බලු වැඩේ කරනවට වැඩිය හොඳයි වැල්ලට ගිහිල්ලා මරික්කාර්ට පුක දීපන්සන්නස්ගල  මාධ ,Sexism,සිරස එක්ක ඔය බලු වැඩ කරනව වැඩ හොද වැල්ල ගිහි මරික්කාර් පුක දීපන්සන්නස්ග මාධ
1063,පළමු වර බොටම් පුක ,Sexism,පල වර බොට පුක
1064,  පුක පොලවෙ ගහගන්න හිතිල බං තියෙන්නෙ,Sexism,පුක පොලව ගහග හිත බං තියෙන්න
1065,  ඔයා මොන බඩුව ගැහුවාත් ඔච්චර තමා ඉතිං😂,Sexism,ඔයා මොන බඩ ගැහුවා ඔච්චර තමා ඉතිං😂
1066, ඇමතිකම් ගන්න ඉන්න උන් ඇමතිකම් ගන්නෙ නැතුව පනින උන්ට ඇමතිකම් දීල කට පුක වහන් ඉන්නව වගේ වැඩක් 😂😂,Sexism,ඇමතික ග ඉ උන් ඇමතික ගන්න නැත පනි උන් ඇමතික දීල කට පුක වහ ඉන්න වගේ වැඩ 😂😂
1067, රැවුල තියෙන පොන්න වඩ කරන උන් එතකොට,Sexism,රැවු තියෙ පො වඩ කරන උන් එතකො
1068, ලෝගුව අස්සෙං පුක පෙනුනද වලාකුලු අස්සෙං හඳ පේන්නා වාගේ,Sexism,ලෝග අස්සෙං පුක පෙනුන වලාකුල අස්සෙං හද පේන්
1069, පුක වෙනුවෙන් කෑම,Sexism,පුක කෑම
1070, ඩෙසිකාගෙ බැල්ලි බංගි බිත්තර දානවලු,Neutral,ඩෙසිකාග බැල්ලි බංගි බිත්තර දානවල
